Fixed_acidity Volatile_acidity Critic_acid Residual_sugar Chlorides Free_sulfur_dioxide Total_sulfur_dioxide Density pH Sulphates Alcohol Class
6.8	0.22	0.35	5.5	0.043	21	114	0.9938	3.3	0.53	10.7	good
6.3	0.23	0.21	5.1	0.035	29	142	0.9942	3.36	0.33	10.1	good
7.1	0.42	0.2	2.8	0.038	28	109	0.98968	3.23	0.47	13.4	bad
8.3	0.25	0.49	16.8	0.048	50	228	1.0001	3.03	0.52	9.2	bad
7.3	0.13	0.27	4.6	0.08	34	172	0.9938	3.23	0.39	11.1	good
6	0.29	0.27	2.3	0.044	20	117	0.9895	3.31	0.41	12.7	good
7.3	0.2	0.44	1.4	0.045	21	98	0.9924	3.15	0.46	10	good
6.9	0.28	0.27	2.1	0.036	42	121	0.9926	3.42	0.49	10.8	good
6	0.26	0.29	3.1	0.041	37	144	0.98944	3.22	0.39	12.8	good
7	0.3	0.51	13.6	0.05	40	168	0.9976	3.07	0.52	9.6	good
6.1	0.16	0.34	6.1	0.034	31	114	0.99365	3.32	0.58	10.15	good
6.8	0.14	0.18	1.4	0.047	30	90	0.99164	3.27	0.54	11.2	bad
6.4	0.15	0.44	1.2	0.043	67	150	0.9907	3.14	0.73	11.2	good
6.7	0.25	0.33	2.9	0.057	52	173	0.9934	3.02	0.48	9.5	good
8	0.45	0.28	10.8	0.051	25	157	0.9957	3.06	0.47	11.4	good
7.2	0.23	0.39	14.2	0.058	49	192	0.9979	2.98	0.48	9	good
5.6	0.19	0.46	1.1	0.032	33	115	0.9909	3.36	0.5	10.4	bad
7.3	0.26	0.53	12.7	0.047	60.5	164.5	0.9984	3.06	0.45	9.1	bad
7.1	0.17	0.31	1.6	0.037	15	103	0.991	3.14	0.5	12	bad
6.6	0.2	0.14	4.4	0.184	35	168	0.99396	2.93	0.45	9.4	bad
7.3	0.25	0.36	13.1	0.05	35	200	0.9986	3.04	0.46	8.9	good
6	0.29	0.21	15.55	0.043	20	142	0.99658	3.11	0.54	10.1	bad
6.2	0.26	0.29	2	0.036	16	87	0.99081	3.33	0.61	11.8	bad
7.4	0.19	0.31	14.5	0.045	39	193	0.9986	3.1	0.5	9.2	bad
8	0.23	0.35	9.2	0.044	53	186	0.997	3.09	0.56	9.5	good
8.5	0.25	0.27	4.7	0.031	31	92	0.9922	3.01	0.33	12	bad
7	0.28	0.32	7.75	0.032	30	114	0.99158	3.12	0.64	12.8	good
5.2	0.185	0.22	1	0.03	47	123	0.99218	3.55	0.44	10.15	bad
6.6	0.25	0.35	2.9	0.034	38	121	0.99008	3.19	0.4	12.8	bad
6.2	0.21	0.24	1.2	0.051	31	95	0.99036	3.24	0.57	11.3	bad
8	0.26	0.36	2	0.054	30	121	0.992	3.09	0.72	11.6	good
6.6	0.19	0.35	1.5	0.037	37	107	0.99006	3.18	0.68	12	good
8	0.25	0.27	9.7	0.036	15	85	0.99406	2.99	0.36	11.2	bad
6.6	0.25	0.34	3	0.054	22	141	0.99338	3.26	0.47	10.4	bad
7	0.23	0.26	7.2	0.041	21	90	0.99509	3.22	0.55	9.5	bad
6.4	0.3	0.27	4.4	0.055	17	135	0.9925	3.23	0.44	12.2	bad
7.2	0.14	0.32	1.1	0.022	48	116	0.99218	3.04	0.67	10	bad
5.7	0.23	0.28	9.65	0.025	26	121	0.9925	3.28	0.38	11.3	bad
6.4	0.38	0.19	4.5	0.038	36	119	0.99151	3.07	0.42	11.2	bad
6.9	0.19	0.39	8	0.028	22	84	0.994	3.11	0.66	10.8	bad
5.6	0.32	0.32	8.3	0.043	32	105	0.99266	3.24	0.47	11.2	bad
5.8	0.26	0.18	1.2	0.031	40	114	0.9908	3.42	0.4	11	good
6.7	0.31	0.31	4.9	0.031	20	151	0.9926	3.36	0.82	12	good
6.6	0.19	0.28	1.1	0.044	38	100	0.9904	3.22	0.69	11.2	bad
9.7	0.24	0.49	4.9	0.032	3	18	0.99368	2.85	0.54	10	bad
6.1	0.22	0.4	1.85	0.031	25	111	0.98966	3.03	0.3	11.8	good
7.1	0.09	0.3	6.2	0.032	24	134	0.993	2.99	0.39	10.9	bad
6	0.27	0.4	1.7	0.021	18	82	0.9891	3.24	0.95	13.13333333	bad
6.4	0.26	0.21	7.1	0.04	35	162	0.9956	3.39	0.58	9.9	bad
5.9	0.34	0.31	2	0.03	38	142	0.98892	3.4	0.41	12.9	good
6.1	0.24	0.32	9	0.031	41	134	0.99234	3.25	0.26	12.3	good
6.7	0.24	0.26	5.4	0.03	15	94	0.99045	3.15	0.38	12.7	bad
6.7	0.34	0.26	1.9	0.038	58	138	0.9893	3	0.47	12.2	good
5.9	0.65	0.23	5	0.035	20	128	0.99016	3.46	0.48	12.8	bad
6.6	0.21	0.36	0.8	0.034	48	113	0.99165	3.24	0.68	10.5	bad
5	0.33	0.23	11.8	0.03	23	158	0.99322	3.41	0.64	11.8	bad
6.8	0.21	0.31	2.9	0.046	40	121	0.9913	3.07	0.65	10.9	good
5.7	0.265	0.28	6.9	0.036	46	150	0.99299	3.36	0.44	10.8	good
5.6	0.42	0.34	2.4	0.022	34	97	0.98915	3.22	0.38	12.8	good
6.5	0.23	0.39	1.9	0.036	41	98	0.99	3.19	0.43	11.9	good
6.8	0.19	0.4	9.85	0.055	41	103	0.99532	2.98	0.56	10.5	bad
7.6	0.52	0.49	14	0.034	37	156	0.9958	3.14	0.38	11.8	good
6.4	0.32	0.27	4.9	0.034	18	122	0.9916	3.36	0.71	12.5	bad
7.1	0.2	0.31	7.4	0.053	32	211	0.99587	3.31	0.59	10.4	bad
5.6	0.175	0.29	0.8	0.043	20	67	0.99112	3.28	0.48	9.9	bad
6.8	0.31	0.3	8	0.028	33	122	0.99164	3.13	0.63	12.6	good
6.7	0.24	0.32	9	0.023	20	109	0.99262	3.34	0.35	12.6	bad
6.9	0.22	0.32	5.8	0.041	20	119	0.99296	3.17	0.55	11.2	bad
5	0.35	0.25	7.8	0.031	24	116	0.99241	3.39	0.4	11.3	bad
6.1	0.17	0.29	1.1	0.041	32	92	0.99036	3.26	0.57	11.2	bad
6.6	0.2	0.14	4.4	0.184	35	168	0.99396	2.93	0.45	9.4	bad
6.8	0.14	0.18	1.4	0.047	30	90	0.99164	3.27	0.54	11.2	bad
6.9	0.28	0.24	2.1	0.034	49	121	0.98882	2.98	0.43	13.2	good
6.8	0.3	0.35	2.8	0.038	10	164	0.9912	3.09	0.53	12	bad
6.3	0.25	0.23	14.9	0.039	47	142	0.99705	3.14	0.35	9.7	bad
6.3	0.22	0.34	5	0.032	36	93	0.99012	3.27	0.36	13.5	good
6.1	0.34	0.46	4.7	0.029	21	94	0.991	3.29	0.62	12.3	bad
6.5	0.21	0.42	1.1	0.059	33	101	0.9927	3.12	0.38	9.7	bad
6	0.33	0.2	1.8	0.031	49	159	0.9919	3.41	0.53	11	bad
6.6	0.23	0.2	11.4	0.044	45	131	0.99604	2.96	0.51	9.7	bad
5.8	0.61	0.01	8.4	0.041	31	104	0.9909	3.26	0.72	14.05	good
6.4	0.69	0.09	7.6	0.044	34	144	0.9948	3.26	0.38	10.1	bad
6.5	0.23	0.25	17.3	0.046	15	110	0.99828	3.15	0.42	9.2	bad
6.9	0.25	0.47	8.4	0.042	36	156	0.99604	3.15	0.55	9.4	bad
6	0.31	0.27	2.3	0.042	19	120	0.98952	3.32	0.41	12.7	good
5.6	0.34	0.3	6.9	0.038	23	89	0.99266	3.25	0.49	11.1	bad
6	0.25	0.28	7.7	0.053	37	132	0.99489	3.06	0.5	9.4	bad
7.4	0.16	0.3	13.7	0.056	33	168	0.99825	2.9	0.44	8.7	good
6.8	0.33	0.31	7.4	0.045	34	143	0.99226	3.06	0.55	12.2	bad
7.8	0.21	0.34	11.9	0.039	55	140	0.9959	3.02	0.31	10.3	bad
6.9	0.15	0.29	2.3	0.033	14	82	0.99132	3.1	0.58	11.2	good
6.1	0.34	0.29	2.2	0.036	25	100	0.98938	3.06	0.44	11.8	bad
6.9	0.19	0.35	6.9	0.045	51	125	0.9933	3.1	0.44	10.7	good
6.7	0.46	0.21	4	0.034	12	88	0.99016	3.26	0.54	13	bad
5.8	0.3	0.12	1.6	0.036	57	163	0.99239	3.38	0.59	10.5	bad
6.8	0.12	0.3	12.9	0.049	32	88	0.99654	3.2	0.35	9.9	bad
6.8	0.26	0.32	7	0.041	38	118	0.9939	3.25	0.52	10.8	bad
5.9	0.27	0.32	2	0.034	31	102	0.98952	3.16	0.56	12.3	bad
7.4	0.25	0.37	2.6	0.05	24	132	0.99138	3.04	0.53	11.2	bad
7.3	0.26	0.33	11.8	0.057	48	127	0.99693	3.1	0.55	10	bad
5.6	0.23	0.29	3.1	0.023	19	89	0.99068	3.25	0.51	11.2	bad
5.9	0.37	0.3	1.5	0.033	35	95	0.98986	3.36	0.56	12	good
6.4	0.24	0.31	2.8	0.038	41	114	0.99155	3.37	0.66	11.7	good
6.6	0.18	0.26	17.3	0.051	17	149	0.9984	3	0.43	9.4	bad
5.7	0.25	0.27	10.8	0.05	58	116	0.99592	3.1	0.5	9.8	bad
5.7	0.31	0.28	4.1	0.03	22	86	0.99062	3.31	0.38	11.7	good
6.3	0.34	0.31	6	0.02	18	68	0.98981	3.22	0.29	13.4	good
6.9	0.33	0.62	7.5	0.038	46	132	0.99143	3.23	0.43	13.4	good
7.1	0.2	0.31	6.85	0.053	32	211	0.99587	3.31	0.59	10.4	bad
6.4	0.29	0.3	2.9	0.036	25	79	0.99037	3.29	0.6	12.4	good
9.2	0.27	0.34	10.5	0.043	49	228	0.9974	3.04	0.41	10.4	bad
6.8	0.15	0.41	12.9	0.044	79.5	183	0.99742	3.24	0.78	10.2	bad
8.3	0.16	0.37	7.9	0.025	38	107	0.99306	2.93	0.37	11.9	bad
6.7	0.12	0.3	5.2	0.048	38	113	0.99352	3.33	0.44	10.1	good
7.2	0.08	0.49	1.3	0.05	18	148	0.9945	3.46	0.44	10.2	bad
5.8	0.32	0.31	2.7	0.049	25	153	0.99067	3.44	0.73	12.2	good
7.9	0.16	0.3	7.4	0.05	58	152	0.99612	3.12	0.37	9.5	bad
5.6	0.26	0.5	11.4	0.029	25	93	0.99428	3.23	0.49	10.5	bad
6	0.2	0.26	14.7	0.045	53	125	0.998365	2.99	0.69	9.4	bad
7.1	0.33	0.3	3.3	0.034	30	102	0.9912	3.08	0.31	12.3	good
5.8	0.31	0.32	4.5	0.024	28	94	0.98906	3.25	0.52	13.7	good
6.9	0.28	0.3	1.6	0.047	46	132	0.9918	3.35	0.38	11.1	good
5.7	0.265	0.28	6.9	0.036	46	150	0.99299	3.36	0.44	10.8	good
6.6	0.23	0.32	0.9	0.041	25	79	0.9926	3.39	0.54	10.2	good
7.1	0.25	0.25	1.6	0.046	50	181	0.9925	3.2	0.42	11	good
6	0.44	0.26	3.1	0.053	57	128	0.98982	3.22	0.39	12.7	bad
6.6	0.295	0.24	1.6	0.039	29	140	0.99304	3.35	0.61	10.4	good
7.5	0.26	0.38	5.7	0.021	23	125	0.99338	3.13	0.62	11.1	bad
7.3	0.21	0.33	1	0.037	66	144	0.9923	3.11	0.52	10.2	bad
6.4	0.17	0.27	1.5	0.037	20	98	0.9916	3.46	0.42	11	good
6.5	0.2	0.5	18.1	0.054	50	221	0.99941	2.94	0.64	8.8	bad
8.1	0.2	0.49	11.8	0.048	46	212	0.9968	3.09	0.46	10	good
7.7	0.24	0.31	1.3	0.047	33	106	0.993	3.22	0.55	10.8	bad
7.1	0.44	0.23	5.8	0.035	24	100	0.99062	3.15	0.57	13.2	good
5.7	0.25	0.32	12.2	0.041	43	127	0.99524	3.23	0.53	10.4	good
7	0.29	0.37	1.6	0.035	34	126	0.99058	3.26	0.47	12.3	bad
5.8	0.26	0.29	1	0.042	35	101	0.99044	3.36	0.48	11.4	good
6.3	0.12	0.36	2.1	0.044	47	146	0.9914	3.27	0.74	11.4	good
7.3	0.26	0.33	11.8	0.057	48	127	0.99693	3.1	0.55	10	bad
5.7	0.25	0.26	12.5	0.049	52.5	120	0.99691	3.08	0.45	9.4	bad
6.4	0.33	0.24	9.8	0.041	29	109	0.9956	3.29	0.47	10.1	bad
7.9	0.44	0.37	5.85	0.033	27	93	0.992	3.16	0.54	12.6	good
6.2	0.22	0.2	20.8	0.035	58	184	1.00022	3.11	0.53	9	bad
6.5	0.29	0.52	7.9	0.049	35	192	0.99551	3.16	0.51	9.5	bad
6.7	0.13	0.57	6.6	0.056	60	150	0.99548	2.96	0.43	9.4	bad
6.4	0.22	0.32	4.9	0.046	50	156	0.99316	3.38	0.55	11.2	bad
8.2	0.24	0.49	9.3	0.038	52	163	0.9952	3.02	0.33	10.6	bad
8.4	0.2	0.38	11.8	0.055	51	170	1.0004	3.34	0.82	8.9	bad
8	0.26	0.28	4.8	0.05	34	150	0.99437	3.13	0.5	10	bad
5.8	0.27	0.4	1.2	0.076	47	130	0.99185	3.13	0.45	10.3	bad
5.6	0.235	0.29	1.2	0.047	33	127	0.991	3.34	0.5	11	good
6.2	0.27	0.32	6.3	0.048	47	159	0.99282	3.21	0.6	11	bad
7	0.36	0.25	5.7	0.015	14	73	0.98963	2.82	0.59	13.2	bad
5.8	0.23	0.2	2	0.043	39	154	0.99226	3.21	0.39	10.2	bad
7.1	0.39	0.79	1.4	0.194	23	90	0.99212	3.17	0.46	10.5	bad
7.5	0.33	0.36	2.6	0.051	26	126	0.99097	3.32	0.53	12.7	bad
7.5	0.18	0.31	6.5	0.029	53	160	0.99276	3.03	0.38	10.9	bad
5.9	0.23	0.24	1.6	0.037	32	115	0.99076	3.21	0.51	11.4	bad
7.4	0.19	0.31	14.5	0.045	39	193	0.9986	3.1	0.5	9.2	bad
6.8	0.25	0.37	3.1	0.026	29	93	0.99035	3.14	0.45	12.2	bad
5.8	0.38	0.26	1.1	0.058	20	140	0.99271	3.27	0.43	9.7	bad
5.1	0.33	0.22	1.6	0.027	18	89	0.9893	3.51	0.38	12.5	good
7.1	0.15	0.34	1	0.033	27	73	0.98974	3.24	0.41	12.2	bad
5.5	0.31	0.29	3	0.027	16	102	0.99067	3.23	0.56	11.2	bad
5.2	0.335	0.2	1.7	0.033	17	74	0.99002	3.34	0.48	12.3	bad
6.9	0.19	0.33	1.6	0.039	27	98	0.9898	3.09	0.46	12.3	good
6	0.27	0.32	3.6	0.035	36	133	0.99215	3.23	0.46	10.8	bad
6.2	0.27	0.32	6.3	0.048	47	159	0.99282	3.21	0.6	11	bad
7.7	0.46	0.18	3.3	0.054	18	143	0.99392	3.12	0.51	10.8	bad
6.7	0.36	0.26	7.9	0.034	39	123	0.99119	2.99	0.3	12.2	good
6	0.2	0.26	6.8	0.049	22	93	0.9928	3.15	0.42	11	bad
7.3	0.42	0.38	6.8	0.045	29	122	0.9925	3.19	0.37	12.6	good
7.8	0.26	0.49	3.2	0.027	28	87	0.9919	3.03	0.32	11.3	good
7.2	0.32	0.36	2	0.033	37	114	0.9906	3.1	0.71	12.3	good
5.6	0.225	0.24	9.8	0.054	59	140	0.99545	3.17	0.39	10.2	bad
7.6	0.25	1.23	4.6	0.035	51	294	0.99018	3.03	0.43	13.1	bad
6.9	0.33	0.26	5	0.027	46	143	0.9924	3.25	0.43	11.2	good
6.9	0.26	0.29	4.2	0.043	33	114	0.9902	3.16	0.31	12.5	bad
6.8	0.32	0.39	9.6	0.026	34	124	0.99286	3.18	0.35	12.1	bad
6.4	0.23	0.32	1.9	0.038	40	118	0.99074	3.32	0.53	11.8	good
5.6	0.34	0.1	1.3	0.031	20	68	0.9906	3.36	0.51	11.2	good
6.4	0.145	0.49	5.4	0.048	54	164	0.9946	3.56	0.44	10.8	bad
7.2	0.17	0.34	6.4	0.042	16	111	0.99278	2.99	0.4	10.8	bad
5.5	0.315	0.38	2.6	0.033	10	69	0.9909	3.12	0.59	10.8	bad
5.6	0.32	0.33	7.4	0.037	25	95	0.99268	3.25	0.49	11.1	bad
6.6	0.17	0.38	1.5	0.032	28	112	0.9914	3.25	0.55	11.4	good
7.3	0.2	0.39	2.3	0.048	24	87	0.99044	2.94	0.35	12	bad
6.9	0.52	0.54	7.9	0.036	23	169	0.99267	3.26	0.47	12.2	bad
6.5	0.27	0.26	8.2	0.042	21	133	0.99612	3.43	0.64	9.8	bad
6.3	0.37	0.51	6.3	0.048	35	146	0.9943	3.1	1.01	10.5	bad
6.8	0.3	0.26	20.3	0.037	45	150	0.99727	3.04	0.38	12.3	bad
6.2	0.3	0.32	1.7	0.032	30	130	0.9911	3.28	0.41	11.2	good
6.8	0.24	0.35	6.4	0.048	44	172	0.9944	3.29	0.55	10.5	good
7.2	0.32	0.4	8.7	0.038	45	154	0.99568	3.2	0.47	10.4	bad
6.9	0.18	0.3	2	0.038	39	190	0.9914	3.32	0.37	12.2	bad
7.9	0.18	0.36	5.9	0.058	31	132	0.995	3.25	0.52	10.9	bad
7.1	0.22	0.33	2.8	0.033	48	153	0.9899	3.15	0.38	12.7	good
7.4	0.2	0.33	1.9	0.035	39	138	0.991	3.17	0.44	11.7	good
7.8	0.17	0.5	1.3	0.045	35	140	0.9904	3.16	0.4	12	bad
8	0.27	0.25	19.1	0.045	50	208	1.00051	3.05	0.5	9.2	bad
7.2	0.21	0.31	10.5	0.035	36	122	0.99478	3.12	0.4	10.6	bad
6.9	0.21	0.33	1.4	0.056	35	136	0.9938	3.63	0.78	10.3	bad
5.7	0.28	0.28	2.2	0.019	15	65	0.9902	3.06	0.52	11.2	bad
4.2	0.17	0.36	1.8	0.029	93	161	0.98999	3.65	0.89	12	good
6.6	0.3	0.25	8	0.036	21	124	0.99362	3.06	0.38	10.8	bad
6.4	0.25	0.33	1.7	0.037	35	113	0.99164	3.23	0.66	10.6	bad
6.5	0.28	0.34	3.6	0.04	29	121	0.99111	3.28	0.48	12.1	good
7.4	0.18	0.24	1.4	0.047	21	106	0.99383	3.52	0.64	10.5	good
7	0.22	0.3	1.4	0.04	14	63	0.98985	3.2	0.33	12	bad
5.7	0.22	0.2	16	0.044	41	113	0.99862	3.22	0.46	8.9	bad
6.8	0.27	0.32	1.5	0.044	19	142	0.9921	3.1	0.43	9.9	bad
6.5	0.33	0.3	3.8	0.036	34	88	0.99028	3.25	0.63	12.5	good
6.4	0.15	0.4	1.3	0.053	61	146	0.99112	3.17	0.68	11	bad
6.6	0.085	0.33	1.4	0.036	17	109	0.99306	3.27	0.61	9.5	bad
5	0.3	0.33	3.7	0.03	54	173	0.9887	3.36	0.3	13	good
7.2	0.21	0.28	2.7	0.033	38	94	0.99075	2.99	0.43	11.8	good
6.2	0.2	0.49	1.6	0.065	17	143	0.9937	3.22	0.52	9.2	bad
7.2	0.39	0.54	1.4	0.157	34	132	0.99449	3.11	0.53	9	bad
6.4	0.2	0.15	6.6	0.046	26	113	0.99408	2.99	0.58	9.9	bad
7.2	0.17	0.28	17.55	0.05	33	154	0.99971	2.94	0.43	9	good
5.3	0.33	0.3	1.2	0.048	25	119	0.99045	3.32	0.62	11.3	bad
6.3	0.35	0.3	5.7	0.035	8	97	0.9927	3.27	0.41	11	good
7.2	0.3	0.3	8.1	0.05	40	188	0.99652	3.15	0.49	9.1	bad
6.2	0.16	0.33	1.1	0.057	21	82	0.991	3.32	0.46	10.9	good
6	0.2	0.26	6.8	0.049	22	93	0.9928	3.15	0.42	11	bad
6.8	0.16	0.36	1.3	0.034	32	98	0.99058	3.02	0.58	11.3	bad
6.4	0.25	0.32	0.9	0.034	40	114	0.99114	3.31	0.58	10.8	good
6.3	0.41	0.3	3.2	0.03	49	164	0.9927	3.53	0.79	11.7	good
6.1	0.17	0.27	1.5	0.056	45	135	0.9924	3.2	0.43	10.2	bad
8	0.45	0.28	10.8	0.051	25	157	0.9957	3.06	0.47	11.4	good
6.9	0.19	0.35	13.5	0.038	49	118	0.99546	3	0.63	10.7	bad
6.5	0.22	0.5	16.4	0.048	36	182	0.99904	3.02	0.49	8.8	bad
7.4	0.19	0.3	12.8	0.053	48.5	229	0.9986	3.14	0.49	9.1	good
6.7	0.16	0.34	1.6	0.026	27	109	0.9934	3.34	0.58	10.1	bad
8	0.22	0.42	14.6	0.044	45	163	1.0003	3.21	0.69	8.6	good
7.1	0.36	0.37	4.8	0.019	39	114	0.99036	3.08	0.49	12.7	good
7.8	0.3	0.74	1.8	0.033	33	156	0.991	3.29	0.52	12.8	bad
6.8	0.29	0.32	1.8	0.032	18	130	0.99095	3.05	0.62	11.2	bad
5.8	0.28	0.3	1.5	0.026	31	114	0.98952	3.32	0.6	12.5	good
6.8	0.18	0.3	12.8	0.062	19	171	0.99808	3	0.52	9	good
6.3	0.3	0.91	8.2	0.034	50	199	0.99394	3.39	0.49	11.7	bad
5.6	0.46	0.24	4.8	0.042	24	72	0.9908	3.29	0.37	12.6	bad
7.8	0.19	0.32	7.4	0.015	47	124	0.99278	2.99	0.39	11	bad
6.8	0.16	0.4	2.3	0.037	18	102	0.9923	3.49	0.42	11.4	good
6.1	0.22	0.5	6.6	0.045	30	122	0.99415	3.22	0.49	9.9	bad
6.8	0.43	0.3	3.5	0.033	27	135	0.9906	3	0.37	12	bad
8.1	0.34	0.28	7.5	0.04	70	230	0.99558	3.14	0.55	9.8	bad
7.3	0.2	0.44	1.4	0.045	21	98	0.9924	3.15	0.46	10	good
7.7	0.44	0.24	11.2	0.031	41	167	0.9948	3.12	0.43	11.3	good
6.6	0.3	0.25	8	0.036	21	124	0.99362	3.06	0.38	10.8	bad
7.1	0.29	0.34	7.8	0.036	49	128	0.99397	3.21	0.4	10.7	bad
5.8	0.28	0.34	4	0.031	40	99	0.9896	3.39	0.39	12.8	good
5.7	0.25	0.26	12.5	0.049	52.5	106	0.99691	3.08	0.45	9.4	bad
7.6	0.27	0.52	3.2	0.043	28	152	0.99129	3.02	0.53	11.4	bad
7.4	0.22	0.26	8.8	0.027	23	112	0.9931	2.98	0.41	11.4	bad
7.7	0.29	0.29	4.8	0.06	27	156	0.99572	3.49	0.59	10.3	bad
6.1	0.28	0.23	4.2	0.038	13	95	0.98898	2.97	0.7	13.1	bad
5.9	0.24	0.34	2	0.037	40	108	0.98948	3.19	0.5	12.3	bad
7	0.32	0.29	7.6	0.025	35	124	0.99162	3.15	0.65	12.8	good
6.4	0.17	0.27	9.9	0.047	26	101	0.99596	3.34	0.5	9.9	bad
6.2	0.47	0.19	8.3	0.029	24	142	0.992	3.22	0.45	12.3	bad
6	0.21	0.38	0.8	0.02	22	98	0.98941	3.26	0.32	11.8	bad
7.2	0.19	0.46	3.8	0.041	82	187	0.9932	3.19	0.6	11.2	good
6.4	0.3	0.27	5	0.058	27	151	0.99198	3.22	0.49	12.2	bad
6.4	0.17	0.34	1.5	0.093	43	136	0.9938	3.25	0.49	9.6	bad
